c1|c2|res_in|res_calc|res_in_adj_std|res_calc_adj_std|res_in_rank|res_calc_rank|d_i|d_i2
pizza.MozzarellaTopping|pizza.PrawnsTopping|0|0,25|0,0|-0,14769355978591542|3698,5|4567,5|869,0|755161,0
pizza.MozzarellaTopping|pizza.CheeseyVegetableTopping|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.MozzarellaTopping|pizza.RocketTopping|0|0,25|0,0|-0,14769355978591542|3698,5|4567,5|869,0|755161,0
pizza.MozzarellaTopping|pizza.PizzaBase|0|0,25|0,0|-0,14769355978591542|3698,5|4567,5|869,0|755161,0
pizza.MozzarellaTopping|pizza.OnionTopping|0|0,25|0,0|-0,14769355978591542|3698,5|4567,5|869,0|755161,0
pizza.MozzarellaTopping|pizza.TomatoTopping|0|0,25|0,0|-0,14769355978591542|3698,5|4567,5|869,0|755161,0
pizza.MozzarellaTopping|pizza.RosemaryTopping|0|0,25|0,0|-0,14769355978591542|3698,5|4567,5|869,0|755161,0
pizza.MozzarellaTopping|pizza.CheeseTopping|0|1,0|0,0|4,069811056049397|3698,5|7267,5|3569,0|12737761,0
pizza.Fiorentina|pizza.MushroomTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.MozzarellaTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.Fiorentina|0|1,0|0,0|4,069811056049397|3698,5|7267,5|3569,0|12737761,0
pizza.Fiorentina|pizza.Mushroom|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.PeperonataTopping|0|0,1429|0,0|-0,7499532189271981|3698,5|715,5|-2983,0|8898289,0
pizza.Fiorentina|pizza.SloppyGiuseppe|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.CaperTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.HotSpicedBeefTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.TobascoPepperSauce|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.GorgonzolaTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.PizzaTopping|0|0,25|0,0|-0,14769355978591542|3698,5|4567,5|869,0|755161,0
pizza.Fiorentina|pizza.Siciliana|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.Capricciosa|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.AsparagusTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.OliveTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.LaReine|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.SauceTopping|0|0,2|0,0|-0,42886053417493625|3698,5|3253,5|-445,0|198025,0
pizza.Fiorentina|pizza.QuattroFormaggi|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.SultanaTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.GarlicTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.Hot|0|0,125|0,0|-0,8506109957584675|3698,5|246,5|-3452,0|11916304,0
pizza.Fiorentina|pizza.SpinachTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.VegetableTopping|0|0,2|0,0|-0,42886053417493625|3698,5|3253,5|-445,0|198025,0
pizza.Fiorentina|owl.Thing|0|0,2|0,0|-0,42886053417493625|3698,5|3253,5|-445,0|198025,0
pizza.Fiorentina|pizza.Veneziana|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.SweetPepperTopping|0|0,1429|0,0|-0,7499532189271981|3698,5|715,5|-2983,0|8898289,0
pizza.Fiorentina|pizza.DomainConcept|0|0,25|0,0|-0,14769355978591542|3698,5|4567,5|869,0|755161,0
pizza.Fiorentina|pizza.Spiciness|0|0,1429|0,0|-0,7499532189271981|3698,5|715,5|-2983,0|8898289,0
pizza.Fiorentina|pizza.ParmesanTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.FourSeasons|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.Mild|0|0,125|0,0|-0,8506109957584675|3698,5|246,5|-3452,0|11916304,0
pizza.Fiorentina|pizza.Soho|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.ArtichokeTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
pizza.Fiorentina|pizza.HerbSpiceTopping|0|0,2|0,0|-0,42886053417493625|3698,5|3253,5|-445,0|198025,0
pizza.Fiorentina|pizza.GreenPepperTopping|0|0,1429|0,0|-0,7499532189271981|3698,5|715,5|-2983,0|8898289,0
pizza.Fiorentina|pizza.Pizza|0|0,5|0,0|1,258141312159189|3698,5|6661,5|2963,0|8779369,0
pizza.Fiorentina|pizza.Food|0|0,3333|0,0|0,32073061954619325|3698,5|5730,5|2032,0|4129024,0
pizza.Fiorentina|pizza.ChickenTopping|0|0,1667|0,0|-0,6161177391180243|3698,5|1821,5|-1877,0|3523129,0
